date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:46:56	2547/2547	---M--	200	added ('OK')	image/png	etag:%229f3-5592bb3e04ee8%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/mini-metro-london-game-logo-3.png?0=itok%3DlvrezV4r	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/mini-metro-london-game-logo-32c5c.png	(from http://www.coolmath-games.com/1-strategy-games)
14:46:56	156086/156086	---M-Z	200	added ('OK')	text/html	etag:%221526952547-1%22	http://www.coolmath-games.com/0-papas-pancakeria	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-papas-pancakeria.html	(from http://www.coolmath-games.com/1-strategy-games)
14:46:57	153205/153205	---M-Z	200	added ('OK')	text/html	etag:%221526952215-1%22	http://www.coolmath-games.com/0-coffee-shop	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-coffee-shop.html	(from http://www.coolmath-games.com/1-strategy-games)
14:46:58	2887/2887	---M--	200	added ('OK')	image/gif	etag:%22b47-5216088305840%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-papas-pancakeria_0.gif?0=itok%3DiMNC2_66	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-papas-pancakeria_08a56.gif	(from http://www.coolmath-games.com/1-strategy-games)
14:46:58	100833/100833	---M-Z	200	added ('OK')	text/html	etag:%221526927884-1%22	http://www.coolmath-games.com/1-tower-defense-games	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/1-tower-defense-games.html	(from http://www.coolmath-games.com/1-strategy-games)
14:46:59	151006/151006	---M-Z	200	added ('OK')	text/html	etag:%221526950263-1%22	http://www.coolmath-games.com/0-bloons-tower-defense-3	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-bloons-tower-defense-3.html	(from http://www.coolmath-games.com/1-strategy-games)
14:46:59	1815/1815	---M--	200	added ('OK')	image/gif	etag:%22717-50809ffce6ec0%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-coffeeshop.gif?0=itok%3D-rmpS3Bd	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-coffeeshopf612.gif	(from http://www.coolmath-games.com/1-strategy-games)
14:46:59	2097/2097	---M--	200	added ('OK')	image/gif	etag:%22831-50809ffddb100%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-btd3-50.gif?0=itok%3D2sC_2x87	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-btd3-50d3a2.gif	(from http://www.coolmath-games.com/1-strategy-games)
14:46:59	150032/150032	---M-Z	200	added ('OK')	text/html	etag:%221526927468-1%22	http://www.coolmath-games.com/0-bloom-defender	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-bloom-defender.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:00	149723/149723	---M-Z	200	added ('OK')	text/html	etag:%221526927865-1%22	http://www.coolmath-games.com/0-emoticon-defense	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-emoticon-defense.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:01	149960/149960	---M-Z	200	added ('OK')	text/html	etag:%221526928304-1%22	http://www.coolmath-games.com/0-bubble-tanks-tower-defense-bttd	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-bubble-tanks-tower-defense-bttd.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:02	105218/105218	---M-Z	200	added ('OK')	text/html	etag:%221526933569-1%22	http://www.coolmath-games.com/1-endless-puzzles-games	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/1-endless-puzzles-games.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:03	148666/148666	---M-Z	200	added ('OK')	text/html	etag:%221526927773-1%22	http://www.coolmath-games.com/0-tetroid-3	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-tetroid-3.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:04	2692/2692	---M--	200	added ('OK')	image/gif	etag:%22a84-508270ec39a00%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-emoticon-defense.gif?0=itok%3D2M0AYZBw	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-emoticon-defense0a4b.gif	(from http://www.coolmath-games.com/1-strategy-games)
14:47:04	2038/2038	---M--	200	added ('OK')	image/gif	etag:%227f6-508b28a3ce200%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-bubble-tanks-tower-defense-1-5.gif?0=itok%3DzPrPi3sX	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-bubble-tanks-tower-defense-1-5d8dd.gif	(from http://www.coolmath-games.com/1-strategy-games)
14:47:04	6789/6789	---M--	200	added ('OK')	image/png	etag:%221a85-54f44e5aee4c0%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/bloom-defender-logo.png?0=itok%3DvnRXpXul	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/bloom-defender-logo6bf0.png	(from http://www.coolmath-games.com/1-strategy-games)
14:47:04	150910/150910	---M-Z	200	added ('OK')	text/html	etag:%221526927417-1%22	http://www.coolmath-games.com/0-copycat	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-copycat.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:06	151331/151331	---M-Z	200	added ('OK')	text/html	etag:%221526927130-1%22	http://www.coolmath-games.com/0-tiny-heist	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-tiny-heist.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:06	368/368	---M--	200	added ('OK')	image/png	etag:%22170-548bb0dc104d8%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/tiny-heist-game-logo.png?0=itok%3DzbVZaynU	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/tiny-heist-game-logo529d.png	(from http://www.coolmath-games.com/1-strategy-games)
14:47:06	5868/5868	---M--	200	added ('OK')	image/png	etag:%2216ec-54f1e0f56feb0%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/tetroid-3-logo.png?0=itok%3Ddyny-Bbz	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/tetroid-3-logo8e8b.png	(from http://www.coolmath-games.com/1-strategy-games)
14:47:06	150554/150554	---M-Z	200	added ('OK')	text/html	etag:%221526927424-1%22	http://www.coolmath-games.com/0-mumbai-jets-traffic	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-mumbai-jets-traffic.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:07	149546/149546	---M-Z	200	added ('OK')	text/html	etag:%221526927017-1%22	http://www.coolmath-games.com/0-minesweeper	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-minesweeper.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:08	1134/1134	---M--	200	added ('OK')	image/png	etag:%2246e-5597aac594130%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/mumbai-jets-traffic-game-logo.png?0=itok%3DctmfuyUr	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/mumbai-jets-traffic-game-logo11cf.png	(from http://www.coolmath-games.com/1-strategy-games)
14:47:08	152281/152281	---M-Z	200	added ('OK')	text/html	etag:%221526927700-1%22	http://www.coolmath-games.com/0-bricksbreaking2	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-bricksbreaking2.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:09	5219/5219	---M--	200	added ('OK')	image/png	etag:%221463-55f3afec3fbc0%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/copycat-game-logo_0.png?0=itok%3DZNgErV7O	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/copycat-game-logo_0d389.png	(from http://www.coolmath-games.com/1-strategy-games)
14:47:09	115948/115948	---M-Z	200	added ('OK')	text/html	etag:%221526938698-1%22	http://www.coolmath-games.com/1-match-3-games	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/1-match-3-games.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:10	151406/151406	---M-Z	200	added ('OK')	text/html	etag:%221526927696-1%22	http://www.coolmath-games.com/0-click-battle-madness	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-click-battle-madness.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:11	1471/1471	---M--	200	added ('OK')	image/gif	etag:%225bf-508270ee21e80%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-bricks-breaking2.gif?0=itok%3DEc2Hief_	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-bricks-breaking2d771.gif	(from http://www.coolmath-games.com/1-strategy-games)
14:47:11	3816/3816	---M--	200	added ('OK')	image/png	etag:%22ee8-54acc946c2f18%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/minesweeper-game-logo.png?0=itok%3DPFihXFlq	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/minesweeper-game-logo99cf.png	(from http://www.coolmath-games.com/1-strategy-games)
14:47:11	2088/2088	---M--	200	added ('OK')	image/jpeg	etag:%22828-559910701d1b8%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/click-battle-madness-game-logo.jpg?0=itok%3De-YMRCXf	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/click-battle-madness-game-logod302.jpg	(from http://www.coolmath-games.com/1-strategy-games)
14:47:11	147824/147824	---M-Z	200	added ('OK')	text/html	etag:%221526928009-1%22	http://www.coolmath-games.com/0-tingly-bubble-shooter	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-tingly-bubble-shooter.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:12	6628/6628	---M--	200	added ('OK')	image/png	etag:%2219e4-53c83d5ce4240%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/tingly-bubble-shooter-game-logo.png?0=itok%3DlqbklXjv	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/tingly-bubble-shooter-game-logob21f.png	(from http://www.coolmath-games.com/1-strategy-games)
14:47:12	153664/153664	---M-Z	200	added ('OK')	text/html	etag:%221526928401-1%22	http://www.coolmath-games.com/0-gemswap2	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-gemswap2.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:13	1688/1688	---M--	200	added ('OK')	image/gif	etag:%22698-508270f3dac00%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-gem-swap2.gif?0=itok%3DoGmon3Pn	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-gem-swap274c1.gif	(from http://www.coolmath-games.com/1-strategy-games)
14:47:13	152612/152612	---M-Z	200	added ('OK')	text/html	etag:%221526930288-1%22	http://www.coolmath-games.com/0-combo-crusader	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-combo-crusader.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:13	5953/5953	---M--	200	added ('OK')	image/png	etag:%221741-54898ee1cf7d0%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/combo-crusader-game-logo.png?0=itok%3D-q4jsrCp	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/combo-crusader-game-logob448.png	(from http://www.coolmath-games.com/1-strategy-games)
14:47:14	148876/148876	---M-Z	200	added ('OK')	text/html	etag:%221526928430-1%22	http://www.coolmath-games.com/0-pebble-boy	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-pebble-boy.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:15	7559/7559	---M--	200	added ('OK')	image/png	etag:%221d87-54cff3e739170%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/pebble-boy-screenshot-83x50_0.png?0=itok%3D05w1rl5D	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/pebble-boy-screenshot-83x50_06f19.png	(from http://www.coolmath-games.com/1-strategy-games)
14:47:15	151152/151152	---M-Z	200	added ('OK')	text/html	etag:%221526940993-1%22	http://www.coolmath-games.com/0-sailor-pop	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-sailor-pop.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:16	101672/101672	---M-Z	200	added ('OK')	text/html	etag:%221526931821-1%22	http://www.coolmath-games.com/1-construction-games	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/1-construction-games.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:17	8709/8709	---M--	200	added ('OK')	image/png	etag:%222205-54e911f70ec80%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/sailor-pop-logo.png?0=itok%3DZ-U2DIPA	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/sailor-pop-logocc43.png	(from http://www.coolmath-games.com/1-strategy-games)
14:47:17	149817/149817	---M-Z	200	added ('OK')	text/html	etag:%221526927880-1%22	http://www.coolmath-games.com/0-unfreeze-me	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-unfreeze-me.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:17	2456/2456	---M--	200	added ('OK')	image/gif	etag:%22998-508270ee21e80%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-unfreeze-me.gif?0=itok%3DQztpBBlQ	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-unfreeze-me33f4.gif	(from http://www.coolmath-games.com/1-strategy-games)
14:47:18	146832/146832	---M-Z	200	added ('OK')	text/html	etag:%221526927154-1%22	http://www.coolmath-games.com/0-cargo-bridge	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-cargo-bridge.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:19	1487/1487	---M--	200	added ('OK')	image/gif	etag:%225cf-508270ee21e80%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-cargo-bridge.gif?0=itok%3DQ0ytq4-H	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-cargo-bridge9f55.gif	(from http://www.coolmath-games.com/1-strategy-games)
14:47:19	148479/148479	---M-Z	200	added ('OK')	text/html	etag:%221526927941-1%22	http://www.coolmath-games.com/0-isoball-2	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-isoball-2.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:20	1769/1769	---M--	200	added ('OK')	image/gif	etag:%226e9-508270ef160c0%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-isoball-2.gif?0=itok%3Dkl7kpg7T	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-isoball-2a138.gif	(from http://www.coolmath-games.com/1-strategy-games)
14:47:20	147859/147859	---M-Z	200	added ('OK')	text/html	etag:%221526927340-1%22	http://www.coolmath-games.com/0-build-the-bridge	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-build-the-bridge.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:21	146666/146666	---M-Z	200	added ('OK')	text/html	etag:%221526927338-1%22	http://www.coolmath-games.com/0-sticky-blobs	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-sticky-blobs.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:22	2245/2245	---M--	200	added ('OK')	image/gif	etag:%228c5-508270f00a300%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-build-the-bridge.gif?0=itok%3DZXaASgFi	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-build-the-bridge3239.gif	(from http://www.coolmath-games.com/1-strategy-games)
14:47:22	148330/148330	---M-Z	200	added ('OK')	text/html	etag:%221526927767-1%22	http://www.coolmath-games.com/0-isoball-x1	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-isoball-x1.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:23	2706/2706	---M--	200	added ('OK')	image/gif	etag:%22a92-508270f0fe540%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-sticky-blobs.gif?0=itok%3D2hM3PI64	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-sticky-blobs68d9.gif	(from http://www.coolmath-games.com/1-strategy-games)
14:47:23	106610/106610	---M-Z	200	added ('OK')	text/html	etag:%221526928674-1%22	http://www.coolmath-games.com/1-figure-it-out-games	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/1-figure-it-out-games.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:24	1842/1842	---M--	200	added ('OK')	image/gif	etag:%22732-508270f0fe540%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-isoball-x-1.gif?0=itok%3DSP4bD8cB	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/game-logo-isoball-x-153ca.gif	(from http://www.coolmath-games.com/1-strategy-games)
14:47:24	156116/156116	---M-Z	200	added ('OK')	text/html	etag:%221526927426-1%22	http://www.coolmath-games.com/0-faraway	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-faraway.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:25	5643/5643	---M--	200	added ('OK')	image/png	etag:%22160b-566ed3cb25df0%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/faraway-game-logo.png?0=itok%3DdRkbzjNk	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/faraway-game-logoe12f.png	(from http://www.coolmath-games.com/1-strategy-games)
14:47:25	5062/5062	---M--	200	added ('OK')	image/png	etag:%2213c6-55f1253a923c8%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/hangman-game-logo-2.png?0=itok%3DJPpUOnH6	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/hangman-game-logo-24c64.png	(from http://www.coolmath-games.com/1-strategy-games)
14:47:25	153742/153742	---M-Z	200	added ('OK')	text/html	etag:%221526927026-1%22	http://www.coolmath-games.com/0-sand-trap	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-sand-trap.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:26	1482/1482	---M--	200	added ('OK')	image/png	etag:%225ca-5308ad32b3e80%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/sand-trap-game-logo.png?0=itok%3DzzYQ3CSI	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/sand-trap-game-logo6aa5.png	(from http://www.coolmath-games.com/1-strategy-games)
14:47:26	152775/152775	---M-Z	200	added ('OK')	text/html	etag:%221526926912-1%22	http://www.coolmath-games.com/0-viewpoint	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-viewpoint.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:27	3605/3605	---M--	200	added ('OK')	image/png	etag:%22e15-559cdaa4e2100%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/viewpoint-game-logo.png?0=itok%3DHUDuxUvS	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/viewpoint-game-logocc68.png	(from http://www.coolmath-games.com/1-strategy-games)
14:47:27	150936/150936	---M-Z	200	added ('OK')	text/html	etag:%221526927254-1%22	http://www.coolmath-games.com/0-coloruid	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-coloruid.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:28	1860/1860	---M--	200	added ('OK')	image/png	etag:%22744-537635c840840%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/coloruid-game-logo.png?0=itok%3DTc2oZIu7	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/coloruid-game-logoeaee.png	(from http://www.coolmath-games.com/1-strategy-games)
14:47:28	133902/133902	---M-Z	200	added ('OK')	text/html	etag:%221526930309-1%22	http://www.coolmath-games.com/1-aiming-games	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/1-aiming-games.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:29	151729/151729	---M-Z	200	added ('OK')	text/html	etag:%221526952202-1%22	http://www.coolmath-games.com/0-arcade-golf-neon	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-arcade-golf-neon.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:29	1638/1638	---M--	200	added ('OK')	image/png	etag:%22666-55b4995635eb8%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/arcade-golf-neon-game-logo.png?0=itok%3Dob4xO2O3	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/arcade-golf-neon-game-logo8345.png	(from http://www.coolmath-games.com/1-strategy-games)
14:47:30	2713/2713	---M--	200	added ('OK')	image/png	etag:%22a99-54a53c962a720%22	http://www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/raft-wars-game-logo.png?0=itok%3Dqux_0ILp	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/sites/cmatgame/files/styles/thumbnail_small/public/game_thumbnail/raft-wars-game-logo8ec7.png	(from http://www.coolmath-games.com/1-strategy-games)
14:47:30	150310/150310	---M-Z	200	added ('OK')	text/html	etag:%221526926837-1%22	http://www.coolmath-games.com/0-cannon-basketball-3	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/0-cannon-basketball-3.html	(from http://www.coolmath-games.com/1-strategy-games)
14:47:31	226704/226704	---M-Z	200	added ('OK')	text/html	etag:%221526940186-1%22	http://www.coolmath-games.com/1-new-skill-games	C:/Users/Jack/Documents/GitHub/coolMathGamesReloaded.github.io/coolmathgames/www.coolmath-games.com/1-new-skill-games.html	(from http://www.coolmath-games.com/1-skill-games)
